keyword,counts,label
먹,5112,21
좋,4644,21
맛있,3775,21
있,3717,21
맛,3645,21
스,3392,21
하,2642,21
같,2254,21
없,1837,21
카세,1695,21
참치,1516,21
방문,1480,21
초밥,1264,21
곳,1204,21
가격,1138,21
시,1105,21
정도,1088,21
생각,1038,21
느낌,1033,21
밥,1012,21
샤리,1004,21
새우,995,21
예약,947,21
많,940,21
오마,876,21
연어,867,21
때,863,21
되,858,21
식감,846,21
메뉴,835,21
집,828,21
생선,817,21
런,787,21
나오,779,21
가,759,21
구성,750,21
셰프,748,21
소스,739,21
피스,721,21
숙성,720,21
사시미,713,21
괜찮,689,21
쉐프,687,21
말,687,21
고등어,686,21
식사,674,21
음식,662,21
만족,652,21
재료,629,21
입,628,21
요리,623,21
광어,623,21
우니,606,21
코스,593,21
뱃살,587,21
향,573,21
튀김,570,21
양,560,21
디너,559,21
살,539,21
들,534,21
전복,511,21
알,510,21
간,507,21
주문,503,21
주,502,21
보,497,21
추천,488,21
분위기,482,21
고소,477,21
점,476,21
남,472,21
넣,467,21
방어,461,21
시간,455,21
기억,452,21
다음,448,21
후,438,21
술,436,21
서비스,431,21
전갱이,427,21
처음,423,21
받,421,21
부드럽,405,21
청어,404,21
기대,401,21
우동,400,21
시작,397,21
사람,389,21
간장,387,21
개인,382,21
마지막,378,21
자리,378,21
친절,377,21
전,376,21
장어,372,21
성비,368,21
배,366,21
네타,365,21
시야,364,21
최고,362,21
와사비,361,21
디저트,359,21
점심,352,21
깔끔,344,21
맛집,343,21
아이스크림,342,21
가성,341,21
무시,338,21
인,337,21
회,335,21
인상,334,21
안,329,21
퀄리티,326,21
도미,326,21
리뷰,325,21
전체,320,21
날,320,21
사진,315,21
위,314,21
설명,312,21
금태,308,21
신선,305,21
다양,304,21
가게,301,21
저녁,297,21
적,296,21
참돔,293,21
전반,293,21
기분,292,21
느끼,289,21
훌륭,287,21
부분,286,21
마미,282,21
녹,280,21
관자,279,21
소금,278,21
위치,278,21
나,275,21
맞,272,21
부리,271,21
테이블,269,21
오,267,21
콜,264,21
모르,264,21
감칠맛,263,21
쓰,263,21
시소,261,21
조합,260,21
동,260,21
친구,259,21
삼치,258,21
미들급,258,21
구이,257,21
적당,257,21
작,257,21
크,256,21
가리비,254,21
중간,253,21
우,253,21
내장,252,21
꾸,251,21
오징어,251,21
차완,250,21
사케,249,21
식당,248,21
가능,245,21
만들,244,21
높,243,21
시집,241,21
무난,237,21
미,234,21
찍,234,21
김,233,21
손,233,21
교,231,21
마음,230,21
잡,227,21
비,226,21
키,225,21
접객,224,21
끝,222,21
경험,219,21
계란,219,21
찾,218,21
스타일,218,21
추가,217,21
유자,212,21
이상,212,21
자체,211,21
입맛,210,21
트,208,21
들어가,203,21
사용,202,21
앉,202,21
가격대,200,21
쫄깃,200,21
차,198,21
아쉽,198,21
유명,198,21
앞,194,21
업장,193,21
달,192,21
모노,191,21
단맛,191,21
풍미,189,21
카미,189,21
쥐,188,21
근처,188,21
덮밥,187,21
일본,184,21
치,183,21
국물,182,21
의사,181,21
사,180,21
속,180,21
손님,179,21
종류,179,21
매력,178,21
기본,178,21
그렇,178,21
마키,177,21
이날,176,21
세트,176,21
이번,175,21
도로,175,21
부위,175,21
저렴,175,21
아,174,21
크림,174,21
소바,174,21
고급,173,21
잿방어,172,21
오픈,171,21
담백,169,21
면,169,21
웨이팅,169,21
사바,168,21
앵,168,21
성게,167,21
룸,167,21
준비,167,21
보이,165,21
씹,165,21
물,164,21
타,163,21
반,163,21
내,163,21
취향,161,21
수준,161,21
급,161,21
이후,160,21
토마,159,21
마무리,158,21
마,158,21
서울,158,21
일식,158,21
좋아하,156,21
비교,154,21
특유,153,21
나쁘,153,21
후토,152,21
강하,152,21
부족,150,21
비리,150,21
일,149,21
가지,148,21
파,147,21
공간,147,21
감사,146,21
필요,146,21
돈,145,21
샐러드,145,21
포장,145,21
대비,144,21
눈,143,21
기름,142,21
끼,141,21
이유,141,21
비슷,141,21
이센,141,21
사장,141,21
안주,140,21
뒤,140,21
운영,139,21
드,138,21
아지,137,21
얹,136,21
밸런스,136,21
와인,136,21
조화,135,21
최근,135,21
두툼,135,21
순서,135,21
이름,135,21
상큼,134,21
특별,134,21
파스타,134,21
코,133,21
경우,133,21
찜,133,21
업,132,21
토리,131,21
문어,131,21
완벽,130,21
시메,128,21
등살,128,21
즐기,128,21
오랜만,128,21
글,128,21
플,127,21
보통,127,21
찌,126,21
상태,126,21
해산물,126,21
말씀,126,21
농어,125,21
궁금,125,21
밋,125,21
주도,124,21
행복,124,21
베스트,124,21
직원,124,21
특이,123,21
일반,123,21
얘기,122,21
오도,121,21
솥,121,21
마시,121,21
생강,120,21
미소,120,21
길,118,21
썰,117,21
감동,117,21
주류,116,21
예전,116,21
카,116,21
얇,115,21
사이,115,21
차이,115,21
조림,115,21
동네,114,21
뷔페,114,21
평범,113,21
실망,113,21
부담,113,21
옆,112,21
타쿠미,111,21
대신,111,21
하이엔드,111,21
시원,110,21
기름기,110,21
인기,110,21
접시,110,21
아나고,109,21
껍질,109,21
모듬,109,21
다르,108,21
평,108,21
계란찜,108,21
필수,107,21
아리아,107,21
맥주,106,21
