title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
애프터,"드라마, 멜로/로맨스",미국,105분,2019 .08.22 개봉,제니 게이지,"히어로 파인즈 티핀(하딘 스콧), 조세핀 랭포드(테사 영)",15세 관람가,"첫 끌림
 대학 입학 후 첫 파티에 초대 받게 된 신입생 ‘테사’는
 진실게임을 하던 중 키스 벌칙에 걸리고 만다.
 상대는 학교에서 유명한 반항아 ‘하딘’.
 키스를 앞둔 0.1초 전, 모두가 주목하는 그 순간
 ‘테사’는 ‘하딘’의 입술을 거절하고 만다.
 
 첫 사랑
 강렬했던 첫 만남 이후, 마치 새로운 세상을 발견한 듯
 한번도 경험한 적 없던 감정에 눈을 뜨게 된 두 사람.
 ‘하딘’은 자신의 비밀 장소로 ‘테사’를 초대하고
 이제 두 사람은 서로를 모르기 전으로 절대 되돌아 갈 수 없음을 알게 되는데…
 
 첫 경험 그리고 <애프터>",https://movie-phinf.pstatic.net/20190722_82/1563757210874ln6LL_JPEG/movie_image.jpg?type=m203_290_2
액츠 오브 바이올런스,"액션, 드라마",미국,87분,2019 .07.15 개봉,브렛 도노후,"브루스 윌리스(에이머리), 콜 하우저(데클랜)",청소년 관람불가,"결혼식을 앞두고 있는 ‘로만’(애쉬튼 홈즈)의 약혼자 ‘미아’(멜리사 볼로나)가 납치되는 일이 벌어진다.
 ‘로만’은 군인 출신인 첫째 형 ‘데클랜’(콜 하우저), 둘째형 ‘브랜든’(숀 애수모어)과 함께 그녀가 있는 곳을 급습하지만 그 과정에서 경찰 ‘에이머리’(브루스 윌리스)에게 붙잡힌다.
 그리고 그에게서 더욱 최악의 사실을 듣게 되는 그들. ‘미아’를 데려간 놈들이 아주 질나쁜 인신매매 조직이라는 것.
 놈들이 FBI와 손잡고 유유히 법망을 피해가는 것에 분노한 형사 ‘에이머리’는 폭력으로 그들을 직접 처단하려는 형제들을 도와 자비 없는 응징을 실행한다.",https://movie-phinf.pstatic.net/20190715_74/1563167110345XzlEH_JPEG/movie_image.jpg?type=m203_290_2
앨리스 죽이기,다큐멘터리,한국,81분,2019 .08.08 개봉,김상규,"신은미(본인), 정태일(본인), 황선(본인)",12세 관람가,"재미동포 신은미 씨는 우연한 기회에 북한을 여행하고,
 그곳에서 느낀 감동과 충격을 담은 사사로운 북한 여행기를 쓴다.
 그 여행기는 출간되어 남한에서 크게 주목받고, 북 콘서트까지 열린다.
 하지만 “대동강 맥주가 맛있었다“는 그녀의 말 한마디가
 ‘북한 고무찬양’으로 매도되어 점점 더 빨갛게 덧씌워지는데…
 
 말 한마디로 대한민국을 발칵 뒤집은
 2014년 희대의 레드 스캔들을 만난다!",https://movie-phinf.pstatic.net/20190709_162/1562638457280H9itC_JPEG/movie_image.jpg?type=m203_290_2
앳 퍼스트 라이트,"드라마, SF, 스릴러",캐나다,91분,2019 .09.26 개봉,제이슨 스톤,"스테파니 스콧(알렉스), 테오도르 펠르랭(숀), 세이드 타그마오우이",12세 관람가,"어릴 적 서로 호감을 가지고 있던 알렉스(스테파니 스콧)와 숀(테오도르 펠르랭)은 마을 파티에서 우연히 만나게 된다.
 그 무렵 정체를 알 수 없는 괴 비행 물체의 움직임이 한 남자(사이드 타그마우이)에 의해 발견되고 저수지에서 남자 친구와 함께 수영을 하던 알렉스는 행방불명 되어 실종 신고 된다.
 다음날 마을에 나타난 알렉스는 자동차 등 물체를 움직이는 초능력을 갖게 되면서 이유도 모른 채 정부 당국으로 부터 쫓기게 되고 숀은 그녀를 보호하게 되면서 커다란 위험에 처하는데...",https://movie-phinf.pstatic.net/20190814_240/1565759657452VT0Yq_JPEG/movie_image.jpg?type=m203_290_2
앵그리 버드 2: 독수리 왕국의 침공,"애니메이션, 액션",미국,96분,2019 .08.07 개봉,서럽 밴 오먼,"제이슨 서디키스(레드 목소리), 조시 게드(척 목소리), 대니 맥브라이드(밤 목소리)",전체 관람가,"호시탐탐 알을 탐내는 식신돼마왕 ‘레너드’를 물리치고
 아싸에서 인싸가 된 버드랜드의 악동 히어로 ‘레드’
 평생 앙숙인 이들에게 ‘공공의 적’이 나타났다!
 
 얼음 공격을 퍼붓는 이글랜드의 예민 보스
 ‘제타’에 맞서기 위해 한 팀으로 뭉친 그들!
 과연 이들의 연합 작전은 성공할 수 있을까?
 
 어제는 적! 오늘은 친구? 아슬아슬한 팀플레이가 시작된다!",https://movie-phinf.pstatic.net/20190801_34/1564649476625vBbh8_JPEG/movie_image.jpg?type=m203_290_2
앵커,드라마,한국,78분,2019 .11.28 개봉,최정민,박수연(한주),15세 관람가,"계주의 마지막 주자인 ‘앵커’ 역할을 맡은
 산청의 고등학교 육상부 소녀 ‘한주’.
 어느 날 ‘한주’의 할아버지가 사고로 위급해지고, 동생 ‘영준’ 마저 사라지는데...
 
 세상을 알기 위해 달리는 소녀가 만난 새로운 세계!",https://movie-phinf.pstatic.net/20191105_60/1572936151870de9jy_JPEG/movie_image.jpg?type=m203_290_2
야곱의 사다리,"스릴러, 액션",미국,89분,2019 .10.19 개봉,데이빗 M. 로젠탈,"마이클 엘리, 제시 윌리엄스, 칼라 소우자",15세 관람가,"전투에서 치명상을 입은 군인을 응급 치료하는 제이콥.
 환자가 동생인 것을 알고 충격을 받지만 살리지 못한다.
 1년 후, 죽은 동생이 살아서 돌아오고
 환청과 함께 환각이 제이콥의 정신세계를 지배한다.
 악마의 환영과 강박의 원인을 뒤쫓으면서
 동생과 참전한 전쟁에 숨겨진 음모와 비밀을 마주하는데…
 보이는 것만이 전부가 아니다!",https://movie-phinf.pstatic.net/20190910_39/1568080119231AXM3l_JPEG/movie_image.jpg?type=m203_290_2
양자물리학,범죄,한국,119분,2019 .09.25 개봉,이성태,"박해수(이찬우), 서예지(성은영), 김상호(박기헌)",15세 관람가,"‘생각이 현실을 만든다’라는 양자물리학적 신념을 인생의 모토로 삼은 유흥계의 화타 ‘이찬우’
 
 어느 날 유명 연예인이 연루된 마약 파티 사건을 눈치챈다.
 “불법 없이! 탈세 없이!” 이 바닥에서도 혁신이 일어나야 한다고 믿는 그는
 오랫동안 알고지낸 범죄정보과 계장 ‘박기헌’에게 이 정보를 흘린다.
 단순한 사건이라고 생각했던 마약파티가 연예계는 물론 검찰, 정치계까지 연루된
 거대한 마약 스캔들임을 알게 된 '이찬우'.
 이제는 살기 위해 거대 권력과 맞서야 하는 상황.
 '이찬우’는 ‘박기헌’ 계장을 비롯해 황금인맥을 자랑하는 업계 퀸 ‘성은영’ 등 업계 에이스들과 함께 이 사건을 파헤치기로 한다.
 
 부패 권력에 통쾌하게 맞서라! 생각은 현실을 만드니까!",https://movie-phinf.pstatic.net/20190925_5/1569399574648S2DUV_JPEG/movie_image.jpg?type=m203_290_2
양지의 그녀,"멜로/로맨스, 드라마",일본,129분,2019 .03.21 개봉,미키 타카히로,"마츠모토 준(오쿠다 코스케), 우에노 주리(와타라이 마오)",12세 관람가,"업무 미팅 자리에서 우연히
 ‘마오(우에노 주리)’와 마주친 ‘고스케(마츠모토 준)’.
 중학생 때 괴롭힘당하던 마오를 도와주며 서로의 첫사랑이 되었지만,
 고스케의 전학으로 헤어지게 된 지 10년 만이다.
 
 여전히 마오를 좋아하지만, 고백을 주저하던 고스케는
 자신을 만나기 위한 마오의 노력으로
 두 사람이 재회하게 되었음을 알게 된다.
 
 햇살 가득한 사랑을 다시 시작한 두 사람
 하지만 마오에겐 말하지 못한 비밀이 남아있는데…",https://movie-phinf.pstatic.net/20190222_175/15508188061207K3zE_JPEG/movie_image.jpg?type=m203_290_2
어글리 돌,"애니메이션, 모험, 코미디",미국,87분,2019 .05.01 개봉,켈리 애스버리,"켈리 클락슨(모씨 목소리), 닉 조나스(루 목소리), 자넬 모네(맨디 목소리)",전체 관람가,"춤과 노래가 멈추지 않는 행복 마을 ‘어글리 빌’에 사는
 사랑둥이 인싸돌 ‘모씨’는 마을 바깥에 어떤 세상이 있을지 늘 궁금해한다.
 모씨는 친구 ‘어글리 독’, ‘웨이지’, ‘럭키 뱃’, ‘바보’와 함께 파이프 건너편으로 모험을 떠나기로 결심하고
 외모도 성격도 너무 완벽한 ‘퍼펙션 스쿨’의 ‘루’와 ‘맨디‘를 만나 새롭고 짜릿한 세상을 경험한다!
 퍼펙션 스쿨에서 최고의 애착 인형이 되기 위한 스파르타 수업에 몰두하던 이들은
 인형들의 숨겨진 진실을 마주하고 마는데…
 
 어글리 돌의 씽~얼롱 어드벤처가 시작된다!",https://movie-phinf.pstatic.net/20190426_71/1556254332881AWqUn_JPEG/movie_image.jpg?type=m203_290_2
어린 누나 3,멜로/로맨스,한국,76분,2019 .05.17 개봉,계장혁,수지,청소년 관람불가,"웨딩드레스 숍을 하는 연재는 교도소에서 갓 출소한 사촌동생 동식을
 알바생으로 쓰기로 하고 한집에서 같이 지내게 된다.
 
 섹시한 샵의 직원인 지나는 동식에게 호감을 느끼고 유혹한다.
 연재는 예전에 사귀었던 포토그래퍼 연우와 다시 재회를 하게 되지만
 연우와 지나의 깊은 관계를 알고 충격을 받는다.
 
 혼자 술에 취한 연재는 그날 밤 사촌동생 동식과 선을 넘게 되는데...",https://movie-phinf.pstatic.net/20190812_46/1565572832697VnAbe_JPEG/movie_image.jpg?type=m203_290_2
어린 의뢰인,드라마,한국,114분,2019 .05.22 개봉,장규성,"이동휘(정엽), 유선(지숙), 최명빈(다빈)",12세 관람가,"당신에게 찾아온 뜨거운 질문!
 “당신은 이 아이를 외면하시겠습니까?”
 
 인생 최대 목표는 오직 성공뿐인 변호사 ‘정엽’
 주변에 무관심한 그에게 ‘다빈’과 ‘민준’ 남매가 자꾸 귀찮게 얽힌다.
 오랫동안 기다렸던 대형 로펌 합격 소식을 듣게 된 ‘정엽’은 믿을 수 없는 사실을 알게 된다.
 10살 소녀 ‘다빈’이 7살 남동생을 죽였다는 충격적인 자백
 뒤늦게 미안함을 느낀 ‘정엽’은 자신의 모든 것을 걸고
 ‘다빈’의 엄마 ‘지숙’에게 숨겨진 진실을 밝히려고 하는데…",https://movie-phinf.pstatic.net/20190515_46/1557882912961juo5g_JPEG/movie_image.jpg?type=m203_290_2
어린고모,"드라마, 멜로/로맨스",한국,70분,2019 .05.14 개봉,최정자,"백세리, 조용복",청소년 관람불가,"평범해 보이는 집, 그 집 안에는 주인집 부부(세경과 정식)와 대학생 딸(마리), 세 들어 사는 사회초년생 남자(진성)가 살고 있다.
 주인집 부부는 여행중이고 그 집에는 마리와 진성만 남게 되는데..
 평범하게 흘러가는 일상, 어느 날 초대받지 못한 손님, 수정이 들이닥친다.
 부부싸움을 하고 오빠 집에 며칠 있겠다며 온 수정, 조용히 있다 갔으면 좋겠지만
 사고를 치고 마는 수정. 어느 날 친구와 술을 먹고 진성의 방이 자신의 방 인줄
 착각하고 들어가게 된 것. 그를 계기로 뜨거운 밤을 가지게 된 수정과 진성.
 수정이 진성의 방에서 나오는 것을 보게 되는 마리. 하지만 두 사람을 믿는다.
 초식남 진성은 성에 눈을 뜨게 되고, 또 한 번 수정과 뜨거운 시간을 보낸다.
 하지만, 수정은 다시 남편의 곁으로 돌아가고, 진성은 허전함을 달래지 못한다.
 한편, 진성을 좋아하는 마리는 진성을 유혹하기로 하고, 진성과 뜨거운 시간을 보내지만
 진성이 고모와 관계를 가진 걸 알고 분노한다.
 평범해 보이지만, 완벽하지 않은, 저마다의 비밀을 가지고 있는 주인집 이야기다.",https://movie-phinf.pstatic.net/20190402_234/1554183926033lty3S_JPEG/movie_image.jpg?type=m203_290_2
어메이징 그레이스,다큐멘터리,미국,89분,2019 .11.28 개봉,"시드니 폴락, 알란 엘리어트",아레사 프랭클린(본인),전체 관람가,"전 세계 최고 판매량으로 기네스북 등재된
 소울의 여왕 아레사 프랭클린의 ‘어메이징 그레이스’ 녹음 현장!
 최고의 뮤지션들이 아닌 남부 캘리포니아 지역 성가대와
 함께한 관객들이 만들어내는 기적의 89분!",https://movie-phinf.pstatic.net/20191106_2/1573015245702sXnQD_JPEG/movie_image.jpg?type=m203_290_2
어벤져스 오브 저스티스,"액션, 코미디, 가족",미국,88분,2019 .10.16 개봉,자렛 타놀,"에이미 스마트, 토니 차발레로, 사이먼 렉스",12세 관람가,은하계 최강의 빌런 조크스터는 태양을 없애 지구에 새로운 빙하기를 불러일으키고자 한다. 슈퍼히어로 슈퍼배트는 히어로 동료들과 함께 조크스터에 맞서 지구를 지켜내야만 한다. 이제 전 인류의 운명이 걸린 최후의 대결이 시작된다.,https://movie-phinf.pstatic.net/20191022_233/15717072627874nDRz_JPEG/movie_image.jpg?type=m203_290_2
어벤져스: 엔드게임,"액션, SF",미국,181분,2019 .04.24 개봉,"안소니 루소, 조 루소","로버트 다우니 주니어(토니 스타크 / 아이언맨), 크리스 에반스(스티브 로저스 / 캡틴 아메리카), 크리스 헴스워스(토르)",12세 관람가,"인피니티 워 이후 절반만 살아남은 지구
 마지막 희망이 된 어벤져스
 먼저 떠난 그들을 위해 모든 것을 걸었다!
 
 위대한 어벤져스
 운명을 바꿀 최후의 전쟁이 펼쳐진다!",https://movie-phinf.pstatic.net/20190417_250/1555465284425i6WQE_JPEG/movie_image.jpg?type=m203_290_2
어벤지먼트,"액션, 범죄",영국,87분,2019 .09.24 개봉,제시 V. 존슨,"스콧 앳킨스, 크레이그 페어브라스, 닉 모란",청소년 관람불가,"평범한 일상을 살아가던 ‘케인’은 누군가의 모함에 의해 악명 높은 런던의 벨마쉬 교도소에 수감되고,
 시시각각 도사리는 살해 위협 속에서 살아남기 위해 고군분투한다.
 그리고, 우연히 누군가의 사주로 자신이 함정에 빠졌다는 사실을 알게 되면서,
 처절한 피의 복수를 시작하게 되는데…",https://movie-phinf.pstatic.net/20190827_205/15668910750645HiPo_JPEG/movie_image.jpg?type=m203_290_2
어스,"스릴러, 공포",미국,116분,2019 .03.27 개봉,조던 필,"루피타 뇽(애들레이드 윌슨/레드), 윈스턴 듀크(게이브 윌슨/아브라함), 엘리자베스 모스(키티 타일러/달리아)",15세 관람가,"우리는 누구인가?
 엄마, 아빠, 딸, 아들
 그리고 다시
 엄마, 아빠, 딸, 아들…",https://movie-phinf.pstatic.net/20190329_232/1553849027701K0DBy_JPEG/movie_image.jpg?type=m203_290_2
어제 일은 모두 괜찮아,드라마,한국,107분,2019 .11.21 개봉,이성한,"김재철(민재), 윤찬영(준영/지근), 손상연(용주)",15세 관람가,"학교와 가정에서 소외된 지근, 용주, 현정, 수연 네 아이들은 외줄 타기를 하듯 위태로운 나날을 보내고 있다.
 그 곁에서 낮에는 학생들을 가르치고, 밤에는 거리에서 아이들과 함께하는 교사 민재는
 사실은 지켜주지 못한 아이에 대한 아픈 과거로 지금 함께 있는 학생들에게 더욱 필사적으로 노력한다.
 
 그러던 어느 날, 수연이가 위험에 빠지고
 이를 구하려는 지근과 용주가 연락이 두절되며 각자의 운명은 소용돌이치는데…!",https://movie-phinf.pstatic.net/20191028_133/1572229718476J8ikm_JPEG/movie_image.jpg?type=m203_290_2
어쩌다 룸메이트,멜로/로맨스,중국,101분,2019 .11.13 개봉,소륜,"뇌가음(육명), 동려아(소초)",12세 관람가,"하룻밤 사이에 꼬여버린 시공간으로
 2018년을 사는 여자 ‘소초’의 집과
 1999년을 사는 남자 ‘육명’의 집이 하나로 합쳐진다.
 
 ‘소초’가 문을 열면
 스마트폰, AI로봇, 자율주행차… 2018년 ㅇ_ㅇ!
 
 ‘육명’이 문을 열면
 팩게임, 공중전화카드, 디스켓… 1999년 ( -_-;)
 
 한 지붕 아래 두 개의 세상을 공유하는
 본격 시공간 초월 로맨틱 코미디!",https://movie-phinf.pstatic.net/20191025_23/1571983040662smIpG_JPEG/movie_image.jpg?type=m203_290_2
"어쩌다, 결혼","멜로/로맨스, 코미디",한국,87분,2019 .02.27 개봉,"박호찬, 박수진","김동욱(정성석), 고성희(박해주)",12세 관람가,"재산을 물려받기 위해서는 결혼을 꼭 해야만 하는 ‘성석’(김동욱)
 엄마와 세 오빠의 결혼 압박에서 벗어나 나만의 인생을 찾고 싶은 ‘해주’(고성희)
 부모님의 등쌀에 못 이겨 나간 맞선 자리에서 만나게 된 둘은
 각자의 목적을 달성하기 위해 딱! 3년간만 결혼하는 ‘척’하기로 계약한다
 
 하지만 두 사람의 결혼 준비가 진행될수록
 방해꾼들은 늘어만 가고,
 넘어야 할 산이 한두 개가 아닌데…
 
 결혼하는 척, 같이 사는 척, 딱! 3년만 하는 척! 척!
 과연 두 사람의 ‘하는 척’은 성공할 수 있을까?",https://movie-phinf.pstatic.net/20190122_192/1548121844125KdJDJ_JPEG/movie_image.jpg?type=m203_290_2
언노운 솔저,"드라마, 전쟁",핀란드,271분,2019 .06.13 개봉,아쿠 로히미스,에로 아호(로카),15세 관람가,"잃어버린 국토를 찾기 위해 기관총부대는
 최전방에 투입되어 소련과 필사의 전투를 벌인다.
 3년의 전투에서 매번 승리하지만 끝없는 전투에 지쳐간다.
 마침내 소련의 총공격이 시작되고
 마지막 방어선에서 최후의 전투를 벌이는데…
 
 진정한 영웅의 위대한 승리를 목격한다!",https://movie-phinf.pstatic.net/20190605_22/1559700702230kpzvU_JPEG/movie_image.jpg?type=m203_290_2
언니,액션,한국,94분,2019 .01.01 개봉,임경택,"이시영(박인애), 박세완(박은혜), 이준혁(한정우)",청소년 관람불가,"남들처럼 평범하게 살고 싶었는데…
 동생이 사라졌다
 
 “내 동생 어디로 보냈어?”
 
 동생의 흔적에 가까워질수록
 그녀의 분노는 폭발한다
 
 오늘, 여기서 끝장낸다!",https://movie-phinf.pstatic.net/20181231_89/1546223246597LMiMi_JPEG/movie_image.jpg?type=m203_290_2
언더 더 실버레이크,"범죄, 스릴러",미국,139분,2019 .09.19 개봉,데이빗 로버트 미첼,"앤드류 가필드(샘), 라일리 코프(사라)",청소년 관람불가,"마을에 나타난 ‘개 도살자’
 할리우드 대부호의 의문사
 이웃집 썸녀 ‘사라’의 실종
 
 연이은 사건 속 단서를 따라
 ‘사라’를 찾아 나선 청년 백수 ‘샘’은
 실버레이크 아래 감춰진 비밀에 조금씩 다가서는데……
 
 난 이제 알아요,
 사라진 당신의 비밀을",https://movie-phinf.pstatic.net/20190813_283/1565677226482V2twg_JPEG/movie_image.jpg?type=m203_290_2
언더 더 씨2,애니메이션,미국,70분,2019 .05.23 개봉,에반 트라멜,"오은수, 방지원, 송영인",전체 관람가,"피시테일 산호초에 사는 파스텔 물고기 피피가 학교에 가는 첫날.
 단짝인 친구들과 한 반이 되고,
 고대했던 샤크 선생님이 담임 선생님이 되자 아이들은 마냥 기쁘다.
 샤크 선생님은 첫날부터 아이들을 데리고 현장 학습에 나서는데,
 그건 바로 깊은 바다에 가라앉은 전설의 침몰선을 보러 가는 것!
 
 피피와 릴리는 침몰선 안을 구경하던 중 바다 괴물에게 쫓겨
 정신없이 도망치다 낯선 곳에서 길을 잃고 만다.
 
 과연 이 둘은 무사히 집으로 되돌아갈 수 있을까?",https://movie-phinf.pstatic.net/20190410_52/1554864239168955TS_JPEG/movie_image.jpg?type=m203_290_2
언더독,애니메이션,한국,102분,2019 .01.16 개봉,"오성윤, 이춘백","디오(뭉치 목소리), 박소담(밤이 목소리), 박철민(짱아 목소리)",전체 관람가,"하루아침에 운명이 바뀐 강아지 ‘뭉치’는
 우연히 만난 거리 생활의 고참 ‘짱아’ 일당을 만나
 목숨을 구하게 된다.
 
 차츰 ‘짱아’ 무리의 스트릿 라이프에 적응하던 찰나
 그들의 소중한 아지트가 사라질 위기에 처하고,
 마침내 그들은 진정한 자유를 찾기 위한
 모험을 떠나기로 결심하는데…",https://movie-phinf.pstatic.net/20181224_250/1545613244716iYHTg_JPEG/movie_image.jpg?type=m203_290_2
언데드 인 커밍,공포,오스트레일리아,78분,2019 .02.14 개봉,스티븐 스피엘,"앤디 맥피, 조지아 차라",청소년 관람불가,"독일로 여행을 떠나게 된 '애쉬'와 '브래드'.
 오래된 폐가에서 나치 장군의 시신을 발견하게 된 그들은 그곳에 갇히게 되고
 충격적인 나치 가족 영상을 발견하게 되는데.",https://movie-phinf.pstatic.net/20190212_150/15499525117219lWBi_JPEG/movie_image.jpg?type=m203_290_2
얼굴들,멜로/로맨스,한국,132분,2019 .01.24 개봉,이강현,"박종환(기선), 김새벽(혜진)",12세 관람가,"고등학교 행정실 직원 기선(박종환)은 어느 날 문득 축구부 학생 진수(윤종석)의 존재가 궁금해진다.
 기선의 옛 애인 혜진(김새벽)은 회사를 그만두고 어머니의 작은 식당을 리모델링하기 위해 동분서주한다.
 유일하게 자유로운 택배기사 현수(백수장)는 이들 사이를 스친다.
 각자의 세계 안에서만 살고 있을 것 같은 인물들은 희미하게 겹친다.",https://movie-phinf.pstatic.net/20190109_229/1547013470788JNohj_JPEG/movie_image.jpg?type=m203_290_2
얼굴없는 보스,"느와르, 드라마",한국,100분,2019 .11.21 개봉,송창용,"천정명(권상곤), 진이한(구철회), 이하율(박태규)",15세 관람가,"아버지의 뼈아픈 만류에도 불구하고
 건달의 세계로 들어서고 만 ‘상곤’은
 결국 ‘얼굴없는 보스’가 되기로 결심한다.
 
 “도대체, 나 때문에 얼마나 많은 사람이 죽은 거냐…”
 ‘상곤’의 선택은 결국 비극으로 치달으며
 주변을 온통 피로 물들이기 시작하는데…
 
 “건달로 살면,
 결국 네가 책임 질 수 있는 범위를 벗어나게 될 거야.”
 뒤늦은 후회, 지옥을 벗어나려 발버둥 치는 ‘상곤’의 머릿속엔
 아버지의 마지막 충고가 맴돌기 시작한다.",https://movie-phinf.pstatic.net/20191015_278/1571104268988MlSH6_JPEG/movie_image.jpg?type=m203_290_2
얼론 위 파이트,"전쟁, 액션",미국,92분,2019 .05.09 개봉,저스틴 리,"에이단 브리스토(그레그), 매튜 제임스 맥커티(마이크), 코빈 번슨(대령)",15세 관람가,"제2차 세계대전 막판에 독일의 휘르트겐 숲에
 진지를 구축한 레인저스 부대.
 독일 기갑부대가 진격해오고 철수명령이 떨어지지만
 최정예 레인저스는 홀로 방어작전을 시작하는데…
 생존 불가능의 전투가 시작된다!",https://movie-phinf.pstatic.net/20190429_67/1556503355242AwRwS_JPEG/movie_image.jpg?type=m203_290_2
엄마학개론,멜로/로맨스,한국,94분,2019 .04.19 개봉,차지민,"강한나, 서원, 민도윤",청소년 관람불가,"민재는 서른이지만 취직 생각이 없는 부모님 등골 빼먹기 달인이다. 아버지 돈으로 여러 여자를 만나는 민재. 결혼이라도 하라고 혼나지만 이루지 못한 첫사랑 때문에 누군가에게 정착할 마음은 없다. 어느날 아버지로부터 결혼할 여자를 소개받고는 놀라는 민재, 그녀는 바로 민재의 첫사랑 우희였던 것! 자신의 첫사랑을 뺏아간 아버지에 대한 질투로 둘 사이를 갈라놓고 싶은 민재 하지만 우희에 대한 아버지의 믿음으로 실패하는데…반발심에 노골적으로 여자를 집에 데려와 정사를 나누는 광경을 우희에게 보이는데, 우희는 그런 민재를 보며 알 수 없는 감정에 빠지는 자신에게 더욱 당황한다. 갑자기 민재 아버지가 과로로 세상을 떠나게되고 충격을 받는 민재는 우희를 보며 알 수 없는 분노로 유산을 받는 조건으로 우희의 몸을 탐닉하게 되는데 과연, 둘 사이는 어떻게 될까?",https://movie-phinf.pstatic.net/20190528_296/1559033438138dLaTx_JPEG/movie_image.jpg?type=m203_290_2
업사이드,"코미디, 드라마",미국,126분,2019 .06.13 개봉,닐 버거,"브라이언 크랜스톤(필립), 케빈 하트(델), 니콜 키드먼(이본)",12세 관람가,"떳떳한 가장이 되기 위해 직장이 필요한 ‘델’(케빈 하트)은
 24시간 케어가 필요한 뉴욕의 주식부자 ‘필립’(브라이언 크랜스톤)과 면접을 본다.
 ‘이본’(니콜 키드먼)은 전과자에 무신경한 ‘델’이 못마땅하지만
 ‘필립’은 자신을 동정하지 않는 ‘델’을 채용한다.
 입 떡 벌어지는 주급에 좋은 가장이 될 수 있다는 꿈에 부푼 ‘델’,
 기쁨도 잠시.. 첫 날부터 X센 극한직업이 시작되는데..",https://movie-phinf.pstatic.net/20190516_7/1557972604586tvtAJ_JPEG/movie_image.jpg?type=m203_290_2
에브리타임 룩 앳 유,"코미디, 드라마, 멜로/로맨스",독일,120분,2019 .03.14 개봉,한스 바인가르트너,"말라 엠드(율), 안톤 스파이커(얀)",12세 관람가,"누군가를 찾기 위해 각자 여행길에 오른
 두 청춘 남녀 ‘율’과 ‘얀’
 ‘얀’은 출발 당일 카풀 예약을 바람 맞게 되고,
 우연히 마주친 ‘율’에게 대뜸 제안한다.
 
 “함께 떠날 수 있을까요?”
 서로 다른 목적지, 함께 떠나는 차 안.
 그리고 서로의 상처를 알게 된 두 사람.
 낯선 길 위에서 만난 두 청춘은
 너무 다른 서로의 모습에 서서히 물들기 시작하는데…",https://movie-phinf.pstatic.net/20190225_8/15510693644728wG6a_JPEG/movie_image.jpg?type=m203_290_2
에움길,다큐멘터리,한국,76분,2019 .06.20 개봉,이승현,"이옥선(본인), 이용수(본인), 김순덕(본인)",전체 관람가,"각양각색의 할머니들로 조용할 날이 없는 ‘나눔의 집‘
 이곳에서 유쾌한 그녀들의 삶을 마주하다!
 
 노래를 너무나도 사랑하는 박옥선 할머니부터
 자유분방한 강일출 할머니, 다재다능한 배춘희 할머니까지!
 이토록 정겨운 할머니들을 보았는가?
 
 고난과 역경의 길이 아닌 함께 걷는 따뜻한 길
 이옥선 할머니는 오늘도 살랑이는 꽃들과 마주한다.",https://movie-phinf.pstatic.net/20190527_18/1558920856951d9R3z_JPEG/movie_image.jpg?type=m203_290_2
에이지 오브 킬,액션,영국,86분,2019 .04.17 개봉,닐 존스,마틴 켐프(샘 블레이크),15세 관람가,"특수 정보국 소속 최고의 스나이퍼
 납치된 딸을 구하기 위해
 6시간 안에 6명의 정해진 타겟을 제거해야 한다!
 
 특수 정보국 소속 스나이퍼 ‘샘 블레이크’
 하루아침에 가장 소중한 존재들을 잃게 된다.
 
 딸을 납치한 괴한들은
 6시간 안에 6명의 타겟을 제거하라는
 말도 안되는 조건을 내건다.
 
 결국, ‘샘 블레이크’는 목숨을 걸고,
 딸을 구하기 위해 처절하고 외로운 싸움을 시작하는데…",https://movie-phinf.pstatic.net/20190415_170/1555296254507CKb8k_JPEG/movie_image.jpg?type=m203_290_2
에이프릴의 딸,"드라마, 미스터리",멕시코,102분,2019 .05.09 개봉,미셸 프랑코,"엠마 수아레스(에이프릴), 안나 발레리아 베세릴(발레리아)",청소년 관람불가,"모성보다 욕망이 앞서는 그녀 에이프릴.
 어느 날, 거리를 두고 살아가던 임신한 딸 ‘발레리아’를 찾아가고,
 17세에 처음 겪는 출산 경험에 지쳐가는 딸을 정성껏 돌봐준다.
 하지만 아이가 태어나자 ‘에이프릴’은 숨기고 있었던
 ‘욕망’이라는 이름의 또 다른 얼굴을 서서히 드러내기 시작하는데…
 
 “딸이라도 상관 없어. 모든 걸 빼앗을 거야!”",https://movie-phinf.pstatic.net/20190410_60/1554874470515aeQsi_JPEG/movie_image.jpg?type=m203_290_2
